-1.0;461.0;441.0;153.0;0.0;0.0;0.25;0.03;0.22;0.0;0.0;2.2283128158749216e-37;0.0;0.0;131.0;128.0;0.0;
-1.0;461.0;440.0;153.0;1.2;0.01;0.25;0.03;0.22;0.0;0.0;2.005481534287429e-37;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;441.0;153.0;1.2;0.02;0.25;0.03;0.22;0.0;0.0;1.8049333808586862e-37;0.0;0.0;131.0;133.0;1.0;
-1.0;460.0;442.0;153.0;1.2;0.03;0.25;0.03;0.22;0.0;0.0;1.6244400427728182e-37;0.0;0.0;131.0;133.0;1.0;
-1.0;462.0;439.0;153.0;1.2;0.04;0.25;0.03;0.22;0.0;0.0;1.461996038495536e-37;0.0;0.0;131.0;133.0;1.0;
-1.0;462.0;441.0;153.0;1.2;0.05;0.25;0.03;0.22;0.0;0.0;1.3157964346459823e-37;0.0;0.0;131.0;133.0;1.0;
-1.0;460.0;441.0;153.0;1.2;0.060000000000000005;0.25;0.03;0.22;0.0;0.0;1.1842167911813836e-37;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;441.0;153.0;1.2;0.07;0.25;0.03;0.22;0.0;0.0;1.0657951120632459e-37;0.0;0.0;131.0;133.0;1.0;
-1.0;460.0;441.0;153.0;1.2;0.08;0.25;0.03;0.22;0.0;0.0;9.592156008569213e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;441.0;153.0;1.2;0.09;0.25;0.03;0.22;0.0;0.0;8.632940407712288e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;462.0;440.0;153.0;1.2;0.09999999999999999;0.25;0.03;0.22;0.0;0.0;7.769646366941064e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;462.0;440.0;153.0;1.2;0.10999999999999999;0.25;0.03;0.22;0.0;0.0;6.992681730246948e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;462.0;441.0;152.0;1.2;0.11999999999999998;0.25;0.03;0.22;0.0;0.0;6.293413557222257e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;462.0;441.0;152.0;1.2;0.12999999999999998;0.25;0.03;0.22;0.0;0.0;5.66407220150003e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;460.0;440.0;153.0;1.2;0.13999999999999999;0.25;0.03;0.22;0.0;0.0;5.097664981350027e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;441.0;152.0;1.2;0.15;0.25;0.03;0.22;0.0;0.0;4.5878984832150276e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;442.0;152.0;1.2;0.16;0.25;0.03;0.22;0.0;0.0;4.129108634893523e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.17;0.25;0.03;0.22;0.0;0.0;3.71619777140417e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;460.0;439.0;153.0;1.2;0.18000000000000002;0.25;0.03;0.22;0.0;0.0;3.3445779942637536e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.19000000000000003;0.25;0.03;0.22;0.0;0.0;3.0101201948373796e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;459.0;441.0;153.0;1.2;0.20000000000000004;0.25;0.03;0.22;0.0;0.0;2.7091081753536393e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;440.0;152.0;1.2;0.21000000000000005;0.25;0.03;0.22;0.0;0.0;2.438197357818278e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;441.0;153.0;1.2;0.22000000000000006;0.25;0.03;0.22;0.0;0.0;2.1943776220364497e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;440.0;152.0;1.2;0.23000000000000007;0.25;0.03;0.22;0.0;0.0;1.9749398598328047e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;462.0;440.0;152.0;1.2;0.24000000000000007;0.25;0.03;0.22;0.0;0.0;1.7774458738495227e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;461.0;441.0;153.0;1.2;0.25000000000000006;0.25000000000000006;0.03;0.22000000000000006;0.0;0.0;1.5997012864645714e-38;0.0;0.0;131.0;133.0;1.0;
-1.0;460.0;439.0;153.0;1.2;0.26000000000000006;0.26000000000000006;0.03;0.23000000000000007;0.0;0.0;1.439731157818114e-38;0.0;0.0;131.0;134.0;1.0;
-1.0;464.0;442.0;152.0;1.2;0.2700000000000001;0.2700000000000001;0.03;0.24000000000000007;0.0;0.0;1.2957580420363034e-38;0.0;0.0;131.0;134.0;1.0;
-1.0;460.0;441.0;153.0;1.2;0.2800000000000001;0.2800000000000001;0.03;0.2500000000000001;0.0;0.0;1.1661822378326723e-38;0.0;0.0;131.0;134.0;1.0;
-1.0;462.0;440.0;153.0;1.2;0.2900000000000001;0.2900000000000001;0.03;0.2600000000000001;0.0;0.0;1.0495640140494061e-38;0.0;0.0;131.0;134.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.3000000000000001;0.3000000000000001;0.03;0.27000000000000013;0.0;0.0;9.446076126444659e-39;0.0;0.0;131.0;135.0;1.0;
-1.0;462.0;440.0;152.0;1.2;0.3100000000000001;0.3100000000000001;0.03;0.28000000000000014;0.0;0.0;8.501468513800183e-39;0.0;0.0;131.0;135.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.3200000000000001;0.3200000000000001;0.03;0.29000000000000015;0.0;0.0;7.651321662420171e-39;0.0;0.0;131.0;135.0;1.0;
-1.0;460.0;441.0;153.0;1.2;0.3300000000000001;0.3300000000000001;0.03;0.30000000000000016;0.0;0.0;6.886189496178148e-39;0.0;0.0;131.0;135.0;1.0;
-1.0;459.0;441.0;153.0;1.2;0.34000000000000014;0.34000000000000014;0.03;0.31000000000000016;0.0;0.0;6.197570546560332e-39;0.0;0.0;131.0;136.0;1.0;
-1.0;462.0;440.0;153.0;1.2;0.35000000000000014;0.35000000000000014;0.03;0.3200000000000002;0.0;0.0;5.5778134919043056e-39;0.0;0.0;131.0;136.0;1.0;
-1.0;461.0;439.0;153.0;1.2;0.36000000000000015;0.36000000000000015;0.03;0.3300000000000002;0.0;0.0;5.020032142713876e-39;0.0;0.0;131.0;136.0;1.0;
-1.0;459.0;440.0;153.0;1.2;0.37000000000000016;0.37000000000000016;0.03;0.3400000000000002;0.0;0.0;4.518028928442484e-39;0.0;0.0;131.0;136.0;1.0;
-1.0;460.0;440.0;153.0;1.2;0.38000000000000017;0.38000000000000017;0.03;0.3500000000000002;0.0;0.0;4.066226035598237e-39;0.0;0.0;131.0;137.0;1.0;
-1.0;459.0;440.0;153.0;1.2;0.3900000000000002;0.3900000000000002;0.03;0.3600000000000002;0.0;0.0;3.659603432038414e-39;0.0;0.0;131.0;137.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.4000000000000002;0.4000000000000002;0.03;0.3700000000000002;0.0;0.0;3.293643088834571e-39;0.0;0.0;131.0;137.0;1.0;
-1.0;462.0;440.0;153.0;1.2;0.4100000000000002;0.4100000000000002;0.03;0.3800000000000002;0.0;0.0;2.964278779951113e-39;0.0;0.0;131.0;137.0;1.0;
-1.0;461.0;441.0;152.0;1.2;0.4200000000000002;0.4200000000000002;0.03;0.39000000000000024;0.0;0.0;2.6678509019560054e-39;0.0;0.0;131.0;138.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.4300000000000002;0.4300000000000002;0.03;0.40000000000000024;0.0;0.0;2.4010658117604022e-39;0.0;0.0;131.0;138.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.4400000000000002;0.4400000000000002;0.03;0.41000000000000025;0.0;0.0;2.160959230584364e-39;0.0;0.0;131.0;138.0;1.0;
-1.0;461.0;442.0;153.0;1.2;0.45000000000000023;0.45000000000000023;0.03;0.42000000000000026;0.0;0.0;1.9448633075259257e-39;0.0;0.0;131.0;138.0;1.0;
-1.0;462.0;440.0;153.0;1.2;0.46000000000000024;0.46000000000000024;0.03;0.43000000000000027;0.0;0.0;1.7503769767733338e-39;0.0;0.0;131.0;139.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.47000000000000025;0.47000000000000025;0.03;0.4400000000000003;0.0;0.0;1.575339279096e-39;0.0;0.0;131.0;139.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.48000000000000026;0.48000000000000026;0.03;0.4500000000000003;0.0;0.0;1.4178053511864001e-39;0.0;0.0;131.0;139.0;1.0;
-1.0;460.0;439.0;153.0;1.2;0.49000000000000027;0.49000000000000027;0.03;0.4600000000000003;0.0;0.0;1.2760248160677597e-39;0.0;0.0;131.0;139.0;1.0;
-1.0;461.0;440.0;153.0;1.2;0.5000000000000002;0.5000000000000002;0.03;0.4700000000000002;0.0;0.0;1.1484223344609844e-39;0.0;0.0;131.0;140.0;1.0;
-1.0;460.0;440.0;153.0;1.2;0.5100000000000002;0.5100000000000002;0.03;0.4800000000000002;0.0;0.0;1.0335801010148868e-39;0.0;0.0;131.0;140.0;1.0;
