0.885;0.874;1.1878;-0.0104
0.885;0.874;1.2648;0.0017
0.885;0.874;1.228;0.0043
0.885;0.874;1.191;0.001
0.885;0.874;1.1348;-0.004
0.885;0.874;1.0036;-0.0125
0.885;0.874;1.0752;-0.0213
0.885;0.875;1.0566;-0.0247
0.884;0.875;1.0707;-0.0234
0.884;0.875;1.0713;-0.0217
0.884;0.875;1.0408;-0.0242
0.884;0.876;1.0266;-0.0355
0.883;0.876;1.0254;-0.0458
0.882;0.877;1.0364;-0.057
0.882;0.877;1.0871;-0.0464
0.881;0.878;1.0673;-0.0378
0.881;0.878;1.078;-0.0494
0.88;0.879;1.086;-0.0639
0.879;0.88;1.0983;-0.0731
0.879;0.881;1.0941;-0.0466
0.878;0.881;1.1241;-0.0028
0.879;0.881;1.1197;0.0284
0.879;0.88;1.1302;0.0555
0.88;0.879;1.1261;0.0736
0.881;0.878;1.144;0.0865
0.881;0.878;1.1578;0.0841
0.882;0.877;1.1527;0.0825
0.883;0.876;1.1623;0.0871
0.884;0.875;1.1672;0.0786
0.885;0.874;1.174;0.0576
0.886;0.874;1.1708;0.0387
0.886;0.873;1.1934;0.0275
0.886;0.873;1.1896;0.0277
0.887;0.872;1.187;0.0339
0.887;0.872;1.1896;0.0208
0.887;0.872;1.2288;-0.0049
0.887;0.872;1.2111;-0.0159
0.887;0.872;1.2153;-0.0152
0.888;0.872;1.2183;-0.0049
0.888;0.871;1.0935;0.0011
0.888;0.871;1.1738;0.0064
0.888;0.871;1.1664;-0.0024
0.888;0.871;1.1607;-0.0113
0.888;0.871;1.1751;-0.0245
0.888;0.871;1.2105;-0.0324
0.887;0.872;1.1803;-0.0332
0.887;0.872;1.1404;-0.0393
0.887;0.872;1.1653;-0.038
0.887;0.873;1.1525;-0.0237
0.886;0.873;1.1646;-0.0168
0.886;0.873;1.1612;-0.012
0.886;0.873;1.1799;-0.001
0.886;0.873;1.1759;-0.0002
0.886;0.873;1.1835;-0.0134
0.886;0.873;1.1801;-0.0183
0.886;0.873;1.0696;-0.0075
0.886;0.873;1.1677;0.0108
0.887;0.873;1.1601;0.0134
0.887;0.872;1.1686;0.0234
0.887;0.872;1.1257;0.0164
0.887;0.872;1.258;0.0072
0.887;0.872;1.2463;0.0004
0.887;0.872;1.1867;-0.0009
0.887;0.872;1.1826;-0.0053
0.887;0.872;1.1792;-0.0106
0.887;0.872;1.1608;-0.0166
0.887;0.872;1.1712;-0.0207
0.887;0.872;1.154;-0.0265
0.886;0.873;1.1754;-0.0348
0.886;0.873;1.1669;-0.0248
0.886;0.873;1.1652;-0.0275
0.885;0.874;1.1724;-0.0436
0.885;0.874;1.1708;-0.0611
0.884;0.875;1.1746;-0.0825
0.883;0.876;1.18;-0.0799
0.882;0.877;1.1853;-0.0725
0.881;0.878;1.1852;-0.0441
0.881;0.878;1.1896;0.0116
0.882;0.877;1.1945;0.0452
0.882;0.877;1.1974;0.0583
0.883;0.876;1.2079;0.0625
0.883;0.876;1.2039;0.0768
0.884;0.875;1.2082;0.0727
0.885;0.874;1.2014;0.0348
0.884;0.875;1.2157;-0.0096
0.884;0.875;1.2014;-0.0411
0.883;0.876;1.1951;-0.053
0.883;0.876;1.1901;-0.0585
0.882;0.877;1.181;-0.0683
0.881;0.878;1.1746;-0.0723
0.88;0.879;1.1721;-0.0559
0.88;0.879;1.1717;-0.0141
0.88;0.879;1.1673;0.0221
0.881;0.879;1.0511;0.0518
0.881;0.878;1.129;0.0763
0.882;0.877;1.1597;0.0592
0.882;0.877;1.159;0.0424
0.883;0.876;1.1538;0.0395
0.883;0.876;1.1824;0.026
0.883;0.876;1.1306;0.0061
0.883;0.876;1.1413;-0.0169
0.882;0.877;1.156;-0.037
0.882;0.877;1.1647;-0.0603
0.881;0.878;1.177;-0.0716
0.88;0.879;1.1869;-0.0519
0.88;0.879;1.1933;-0.0109
0.88;0.879;1.2007;0.01
0.88;0.879;1.2006;0.0199
0.88;0.879;1.2226;0.0334
0.881;0.878;1.211;0.0548
0.881;0.878;1.2238;0.0714
0.882;0.877;1.2125;0.0762
0.883;0.876;1.2053;0.0867
0.884;0.875;1.1943;0.0662
0.884;0.875;1.1832;0.0481
0.885;0.874;1.1721;0.0402
0.885;0.874;1.1641;0.0239
0.886;0.874;1.1583;0.017
0.886;0.873;1.1547;0.0068
0.886;0.873;1.1555;0.0012
0.886;0.873;1.1547;-0.0079
0.886;0.873;1.154;-0.0083
0.886;0.873;1.1566;0.0004
0.886;0.873;1.1557;-0.0062
0.886;0.873;1.1641;-0.0207
0.886;0.873;1.1618;-0.0273
0.885;0.874;1.174;-0.0259
0.885;0.874;1.1693;-0.0137
0.885;0.874;1.1765;-0.0013
0.885;0.874;1.1803;0.0099
0.886;0.873;1.1842;0.0189
0.886;0.873;1.1905;0.0056
0.886;0.873;1.1928;-0.0055
0.886;0.873;1.1981;-0.0018
0.886;0.873;1.2011;0.001
0.886;0.873;1.2063;0.0034
0.886;0.873;1.2092;0.0046
0.886;0.873;1.2079;0.0043
0.886;0.873;1.2121;-0.0001
0.887;0.873;1.2028;0.0058
0.887;0.872;1.2119;0.0124
0.887;0.872;1.1957;-0.0011
0.887;0.872;1.1889;-0.0164
0.887;0.873;1.1745;-0.023
0.887;0.873;1.1867;-0.0122
0.887;0.873;1.1704;0.0029
0.887;0.872;1.1707;0.014
0.887;0.872;1.1661;0.0212
0.887;0.872;1.1656;0.0151
0.888;0.871;1.1691;0.0193
0.888;0.871;1.1675;0.0335
0.889;0.871;1.1723;0.033
