-1.0;1.0;0.32;0.03;0.29000000000000004;135.0;85.0;93.0;154.0;0.04;0.03250726185040697;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.34;0.03;0.31000000000000005;136.0;84.0;93.0;154.0;0.04;0.03400580948032552;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.36000000000000004;0.03;0.33000000000000007;136.0;84.0;93.0;154.0;0.045;0.05020464758426042;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.38000000000000006;0.03;0.3500000000000001;137.0;85.0;93.0;154.0;0.045;0.04916371806740839;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.4000000000000001;0.03;0.3700000000000001;137.0;85.0;93.0;154.0;0.04;0.03333097445392671;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.4200000000000001;0.03;0.3900000000000001;138.0;85.0;93.0;154.0;0.04;0.03466477956314131;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.4400000000000001;0.03;0.41000000000000014;138.0;85.0;93.0;154.0;0.04;0.03573182365051306;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.46000000000000013;0.03;0.43000000000000016;139.0;84.0;93.0;154.0;0.04;0.03658545892041048;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.48000000000000015;0.03;0.4500000000000002;139.0;85.0;93.0;154.0;0.045;0.05226836713632835;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.5000000000000001;0.03;0.4700000000000001;140.0;85.0;93.0;154.0;0.04;0.03581469370906271;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.5200000000000001;0.03;0.4900000000000001;140.0;85.0;93.0;154.0;0.04;0.036651754967250184;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.5400000000000001;0.03;0.5100000000000001;141.0;84.0;93.0;154.0;0.04;0.03732140397380009;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.5600000000000002;0.03;0.5300000000000001;141.0;85.0;93.0;154.0;0.045;0.052857123179040094;0.0;0.0;0.0;131.0;1.0;
-1.0;1.0;0.5800000000000002;0.03;0.5500000000000002;142.0;85.0;93.0;154.0;0.04;0.03628569854323211;0.0;0.0;0.0;131.0;1.0;
