59.0;175.0;53.0;-123.0;1000.0;-0.7147886603196798;40.0;156.0;1.0;
59.0;174.0;53.0;-122.0;1000.0;-0.7005997942877119;42.0;156.0;1.0;
59.0;176.0;53.0;-121.0;1000.0;-0.6874998148589417;43.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7152798333730461;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7010418500357422;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7011976650321675;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.701337898528951;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7014641086760566;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7015776978084507;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.701679928027605;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7017719352248453;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7018547417023602;42.0;156.0;1.0;
59.0;174.0;53.0;-122.0;1000.0;-0.7019292675321243;42.0;156.0;1.0;
59.0;175.0;53.0;-121.0;1000.0;-0.6886963407789131;43.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7030567067010214;41.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7030110360309184;41.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.7029699324278272;41.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7162329391850437;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7018996452665395;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7019696807398862;41.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7020327126658973;41.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7020894413993081;41.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7021404972593761;41.0;156.0;1.0;
59.0;174.0;53.0;-122.0;1000.0;-0.7021864475334386;41.0;156.0;1.0;
59.0;175.0;53.0;-121.0;1000.0;-0.6889278027800947;43.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7032650225020863;41.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7031985202518772;41.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.7031386682266888;41.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.71638480140402;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7020363212636188;41.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7020926891372572;41.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7021434202235302;41.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.7021890782011785;41.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7155301703810596;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7012671533429543;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.7014004380086579;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7148203942077915;40.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.700628354787013;42.0;156.0;1.0;
59.0;176.0;53.0;-123.0;1000.0;-0.7141255193083114;40.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7133029673774802;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6992626706397335;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6995964035757599;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6998967632181835;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7134670868963655;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6994103782067288;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6997293403860557;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.7000164063474504;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7135747657127043;40.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6995072891414357;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7131165602272903;40.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6990949042045618;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7127454137841058;40.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6987608724056958;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7124447851651257;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.698490306648613;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6989012759837525;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6992711483853772;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7129040335468391;40.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6989036301921548;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7125732671729397;40.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6986059404556461;42.0;156.0;1.0;
59.0;176.0;53.0;-123.0;1000.0;-0.7123053464100808;40.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7116648117690731;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6977883305921655;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6982694975329498;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6987025477796539;42.0;156.0;1.0;
59.0;174.0;53.0;-123.0;1000.0;-0.7123922930016877;40.0;156.0;1.0;
59.0;175.0;53.0;-121.0;1000.0;-0.685143063701519;44.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6998587573313689;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7001328815982308;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.7003795934384076;42.0;156.0;1.0;
59.0;176.0;53.0;-123.0;1000.0;-0.7139016340945675;40.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7131014706851106;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6990813236165995;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6994331912549402;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6997498721294452;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7133348849165005;40.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6992913964248505;42.0;156.0;1.0;
59.0;176.0;53.0;-123.0;1000.0;-0.7129222567823649;40.0;156.0;1.0;
59.0;176.0;53.0;-123.0;1000.0;-0.7122200311041285;40.0;156.0;1.0;
59.0;176.0;53.0;-123.0;1000.0;-0.7115880279937161;40.0;156.0;1.0;
59.0;175.0;52.0;-123.0;1000.0;-0.7110192251943448;40.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7105073026749098;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6967465724074192;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6973319151666776;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6978587236500093;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6983328512850097;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6987595661565085;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6991436095408577;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6994892485867713;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6998003237280944;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.7000802913552849;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7136322622197556;40.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.6995590359977815;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7131631323980019;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.699136819158203;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6994831372423821;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6997948235181444;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7000753411663301;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.7003278070496964;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.713855026344726;40.0;156.0;1.0;
59.0;174.0;53.0;-122.0;1000.0;-0.6997595237102548;42.0;156.0;1.0;
59.0;176.0;53.0;-121.0;1000.0;-0.6867435713392288;43.0;156.0;1.0;
59.0;176.0;53.0;-123.0;1000.0;-0.7145992142053048;40.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.7137292927847755;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6996463635062984;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6999417271556684;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7002075544401013;42.0;156.0;1.0;
59.0;176.0;53.0;-122.0;1000.0;-0.7004467989960904;42.0;156.0;1.0;
59.0;175.0;53.0;-123.0;1000.0;-0.713962119096482;40.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.6998559071868332;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7001303164681506;42.0;156.0;1.0;
59.0;175.0;53.0;-122.0;1000.0;-0.7003772848213349;42.0;156.0;1.0;
